0.0,122
0.15038,106
0.400753,103
0.651342,109
0.900565,106
1.150661,121
1.401233,131
1.651205,105
1.90203,107
2.150946,121
2.40237,110
2.653047,127
2.901026,115
3.150565,131
3.400476,111
3.65112,107
3.900118,121
4.151767,111
4.401634,118
4.650798,115
4.901302,107
5.151403,121
5.401902,129
5.650627,102
5.900857,131
6.150627,114
6.402064,128
6.651335,123
6.901261,122
7.150912,128
7.401512,129
7.651316,105
7.901153,116
8.150985,129
8.400665,127
8.650603,102
8.901336,104
9.151391,114
9.401458,132
9.651324,131
9.901348,107
10.150958,113
10.400769,112
10.652011,115
10.902231,110
11.151958,132
11.399933,111
11.650829,126
11.901456,114
12.151105,127
12.400812,105
12.650537,126
12.901318,132
13.151203,113
13.401441,109
13.65124,107
13.900541,107
14.150939,120
14.401912,116
14.650401,118
14.900114,126
15.150672,111
15.401651,118
15.651501,110
15.900978,129
16.151181,102
16.400837,106
16.651198,126
16.900139,129
17.150527,118
17.402327,115
17.650282,117
17.901109,104
18.1509,123
18.401209,128
18.651132,107
18.901264,113
19.151122,111
19.402852,104
19.650552,115
19.90034,107
20.151329,106
20.400461,128
20.650764,121
20.901125,126
21.150825,102
21.400908,121
21.651074,115
21.901181,121
22.151212,126
22.400155,129
22.650409,128
22.900477,102
23.150438,118
23.400529,123
23.651127,113
23.900917,124
24.150517,129
24.401286,116
24.650591,104
24.900729,119
25.150971,114
25.400446,104
25.651221,120
25.900787,110
26.150767,109
26.400441,107
