0.0,131
0.149633,128
0.400178,135
0.649766,129
0.900027,135
1.149671,128
1.39936,150
1.650053,123
1.899237,145
2.149374,140
2.400103,123
2.649746,140
2.900558,148
3.149723,125
3.400005,149
3.6498,137
3.899986,135
4.149565,148
4.399956,129
4.649974,132
4.900089,144
5.149886,130
5.399348,124
5.649711,134
5.900062,142
6.149902,122
6.400657,129
6.650344,138
6.899862,148
7.150009,130
7.400124,143
7.650315,148
7.900395,143
8.150098,141
8.400806,148
8.650004,145
8.900133,135
9.150079,133
9.40032,141
9.649619,130
9.899609,129
10.149922,134
10.400423,142
10.649956,123
10.900011,131
11.150081,147
11.400219,139
11.649668,123
11.899579,124
12.149964,128
12.39932,140
12.650112,129
12.899859,139
13.149999,132
13.399413,143
13.650313,150
13.900306,135
14.150004,137
14.400013,126
14.649456,128
14.899838,130
15.14964,135
15.400397,150
15.64982,137
15.899751,148
16.149758,133
16.400314,138
16.650096,126
16.900133,148
17.150012,128
17.399803,152
17.64918,122
17.899847,138
18.14985,123
18.399431,139
18.649997,138
18.899637,129
19.149695,151
19.400044,143
19.650116,127
19.900025,139
20.150715,127
20.400631,149
20.650335,128
20.899298,129
21.150141,140
21.399937,136
21.649865,131
21.900066,136
22.15,151
22.400171,122
22.649998,132
22.90002,150
23.149936,130
23.399777,122
23.650045,126
23.900087,137
24.150096,125
24.400843,140
24.649682,127
24.899444,148
25.149989,141
25.400252,133
25.650185,132
25.900082,149
26.150262,152
26.400402,139
26.649961,126
26.899364,123
27.150129,149
27.399907,151
27.650143,142
27.898972,143
28.149959,143
28.400103,146
28.650229,123
28.899784,135
29.149591,131
29.399318,148
29.649414,142
29.899378,137
30.150113,148
30.400386,140
30.64992,148
30.899994,127
31.149926,124
31.399998,144
31.649805,140
31.899664,132
32.149639,140
32.400044,123
32.650004,122
32.899715,147
33.149887,138
33.400092,145
33.64977,138
33.89982,130
34.149266,144
34.399343,126
34.6496,145
34.90039,149
35.150169,140
35.39958,148
35.649888,149
35.900042,122
36.149766,139
36.400166,130
36.649862,125
36.900399,137
37.150348,122
37.399813,131
37.650054,128
37.900087,128
38.151287,146
38.400632,138
38.650085,143
38.900093,146
39.149883,136
39.400051,127
39.650603,122
39.900123,146
40.150314,129
40.400658,129
40.649989,129
40.899361,129
41.149818,136
41.400151,149
